Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
IV54766,US,IA,Iowa,1916.098994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Hail,Agent,1294.700423,Luxury SUV,Medsize
AD33653,US,IA,Iowa,332.4551776,No,Extended,High School or Below,1/8/11,Unemployed,M,0,Suburban,Married,92,13,17,0,1,Personal Auto,Personal L2,Collision,Agent,441.6,Two-Door Car,Medsize
HU54636,US,MO,Missouri,379.1549972,No,Extended,College,1/30/11,Employed,F,41212,Urban,Married,95,13,27,0,1,Personal Auto,Personal L1,Other,Web,405.443681,Four-Door Car,Medsize
CD45044,US,NE,Nebraska,760.0034998,No,Basic,High School or Below,2/3/11,Unemployed,F,0,Suburban,Single,70,3,94,0,2,Personal Auto,Personal L2,Collision,Agent,504,Four-Door Car,Medsize
CB61335,US,MO,Missouri,695.0100195,No,Extended,High School or Below,2/5/11,Employed,F,21687,Suburban,Married,88,10,68,0,8,Personal Auto,Personal L3,Hail,Agent,603.100479,Four-Door Car,Medsize
DL53457,US,MO,Missouri,460.5036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Personal L3,Hail,Web,302.4,Four-Door Car,Large
YG68142,US,IA,Iowa,586.4381825,No,Basic,High School or Below,2/11/11,Employed,F,72032,Suburban,Married,72,10,73,0,4,Personal Auto,Personal L2,Hail,Web,438.149129,Four-Door Car,Medsize
UI24036,US,KS,Kansas,1537.418296,No,Extended,Bachelor,2/19/11,Employed,F,42570,Urban,Married,128,5,52,0,2,Personal Auto,Personal L2,Hail,Agent,587.409205,SUV,Large
LD63324,US,NE,Nebraska,323.0576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Corporate Auto,Corporate L3,Hail,Call Center,207.75186,Four-Door Car,Medsize
LB29621,US,IA,Iowa,929.454951,No,Extended,Bachelor,1/22/11,Employed,F,21370,Rural,Married,77,1,35,0,2,Corporate Auto,Corporate L3,Hail,Call Center,105.181202,Four-Door Car,Medsize
XB43625,US,NE,Nebraska,250.4871709,No,Basic,Bachelor,1/10/11,Employed,F,66081,Rural,Single,64,31,92,1,1,Personal Auto,Personal L3,Collision,Branch,42.029731,Four-Door Car,Small
FI65786,US,IA,Iowa,708.1690974,No,Extended,Master,2/1/11,Employed,F,93854,Suburban,Married,87,18,41,0,9,Corporate Auto,Corporate L2,Other,Web,417.6,Two-Door Car,Large
ZC61874,US,NE,Nebraska,956.0049227,No,Extended,Doctor,2/3/11,Disabled,F,19429,Suburban,Married,122,18,21,0,9,Special Auto,Special L1,Collision,Branch,683.45551,SUV,Small
QA66968,US,MO,Missouri,675.6062791,No,Extended,Bachelor,1/31/11,Employed,F,46879,Urban,Married,86,3,62,2,3,Personal Auto,Personal L3,Collision,Agent,324.944098,Four-Door Car,Medsize
YQ98322,US,IA,Iowa,529.0666331,No,Basic,Bachelor,1/4/11,Employed,M,36791,Suburban,Divorced,68,26,62,0,3,Personal Auto,Personal L2,Collision,Agent,326.4,Four-Door Car,Medsize
EN27946,US,MO,Missouri,839.1133455,No,Premium,High School or Below,2/17/11,Employed,M,40211,Suburban,Married,106,5,98,2,6,Personal Auto,Personal L2,Collision,Call Center,710.740743,Two-Door Car,Small
GT18396,US,NE,Nebraska,2115.12328,No,Extended,College,2/5/11,Employed,M,48642,Rural,Married,77,23,69,0,2,Personal Auto,Personal L2,Hail,Branch,92.307736,Four-Door Car,Medsize
KL43280,US,MO,Missouri,926.432766,No,Premium,College,2/3/11,Employed,M,69063,Suburban,Married,115,12,65,0,3,Personal Auto,Personal L1,Collision,Branch,552,Two-Door Car,Small
DB93245,US,NE,Nebraska,285.3600347,No,Basic,Doctor,1/19/11,Employed,F,87455,Urban,Divorced,71,10,46,0,1,Corporate Auto,Corporate L3,Hail,Call Center,329.238904,Four-Door Car,Medsize
SN53710,US,KS,Kansas,624.5443568,No,Extended,High School or Below,1/16/11,Employed,M,80101,Suburban,Single,79,16,8,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,442.9167,Four-Door Car,Medsize
IB82793,US,MO,Missouri,212.9063055,No,Basic,High School or Below,1/11/11,Unemployed,M,0,Suburban,Divorced,61,13,81,1,1,Corporate Auto,Corporate L3,Collision,Agent,292.8,Four-Door Car,Medsize
CT74097,US,OK,Oklahoma,1478.961805,No,Extended,College,2/18/11,Employed,M,51817,Suburban,Divorced,129,20,78,4,2,Personal Auto,Personal L1,Collision,Branch,712.833284,SUV,Small
HE20556,US,NE,Nebraska,532.438786,No,Basic,Bachelor,1/18/11,Employed,F,31561,Suburban,Divorced,68,8,62,0,7,Personal Auto,Personal L3,Scratch/Dent,Web,326.4,Four-Door Car,Medsize
RQ41621,US,NE,Nebraska,286.2729074,No,Basic,Doctor,2/21/11,Employed,F,64640,Urban,Divorced,73,5,94,2,1,Personal Auto,Personal L3,Scratch/Dent,Agent,327.912134,Four-Door Car,Medsize
TB88830,US,MO,Missouri,861.4686004,No,Basic,Master,2/19/11,Employed,F,64220,Rural,Married,107,3,86,0,7,Personal Auto,Personal L2,Collision,Branch,48.782626,SUV,Medsize
LV94312,US,IA,Iowa,493.1503095,No,Basic,College,2/14/11,Employed,M,33580,Suburban,Married,62,17,77,0,3,Corporate Auto,Corporate L3,Collision,Agent,315.326222,Four-Door Car,Medsize
PT45842,US,NE,Nebraska,464.2020128,No,Basic,College,2/11/11,Unemployed,M,0,Suburban,Single,64,10,15,0,5,Personal Auto,Personal L3,Collision,Web,770.254285,Two-Door Car,Small
CV49750,US,NE,Nebraska,2142.363723,Yes,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L3,Hail,Agent,312,Two-Door Car,Medsize
RB63074,US,IA,Iowa,485.8067125,No,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Single,67,0,79,0,3,Personal Auto,Personal L1,Hail,Branch,482.4,Four-Door Car,Medsize
XX73066,US,NE,Nebraska,526.1101863,No,Basic,Master,2/2/11,Employed,M,43318,Rural,Married,66,35,28,0,5,Personal Auto,Personal L2,Hail,Branch,48.936563,Four-Door Car,Medsize
VN22337,US,MO,Missouri,327.4037562,No,Extended,College,2/7/11,Employed,F,83869,Urban,Married,81,10,23,0,1,Personal Auto,Personal L1,Collision,Agent,348.186032,Four-Door Car,Medsize
BA19651,US,MO,Missouri,613.438779,No,Extended,High School or Below,1/1/11,Employed,M,43875,Urban,Divorced,78,18,33,0,5,Corporate Auto,Corporate L3,Scratch/Dent,Agent,289.468771,Four-Door Car,Medsize
UX18122,US,KS,Kansas,369.0698916,No,Extended,Bachelor,1/17/11,Employed,F,59016,Suburban,Married,92,3,65,0,1,Corporate Auto,Corporate L1,Hail,Web,441.6,Four-Door Car,Medsize
HY46017,US,MO,Missouri,277.6772734,No,Basic,College,2/26/11,Employed,F,70793,Rural,Married,69,32,1,0,1,Personal Auto,Personal L3,Hail,Web,62.625841,Four-Door Car,Large
ZI95657,US,MO,Missouri,1097.206778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L3,Hail,Agent,657.6,Sports Car,Medsize
MK93363,US,KS,Kansas,417.7666255,No,Basic,Master,2/17/11,Employed,F,29133,Suburban,Married,104,27,76,0,1,Personal Auto,Personal L1,Hail,Branch,499.2,Sports Car,Medsize
UM26324,US,KS,Kansas,583.889915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5,85,0,4,Corporate Auto,Corporate L3,Hail,Agent,281.295903,Four-Door Car,Large
ZN18884,US,MO,Missouri,646.222199,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,65,17,41,0,2,Corporate Auto,Corporate L2,Other,Call Center,312,Four-Door Car,Medsize
PN18863,US,MO,Missouri,510.950079,No,Basic,College,1/11/11,Employed,M,21277,Suburban,Divorced,66,1,42,0,9,Corporate Auto,Corporate L3,Hail,Web,316.8,Four-Door Car,Medsize
BK76340,US,MO,Missouri,827.8716567,No,Extended,High School or Below,2/7/11,Disabled,M,16924,Suburban,Single,226,23,69,0,1,Personal Auto,Personal L2,Collision,Branch,1084.8,Luxury SUV,Medsize
QZ83992,US,MO,Missouri,868.2234653,No,Basic,College,2/24/11,Medical Leave,M,10540,Suburban,Married,115,33,76,0,3,Corporate Auto,Corporate L1,Collision,Agent,552,SUV,Medsize
WE23159,US,IA,Iowa,941.5901707,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,133,4,58,0,3,Special Auto,Special L2,Hail,Agent,1361.993232,Sports Car,Small
GA86186,US,IA,Iowa,323.0576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Special Auto,Special L3,Hail,Call Center,207.75186,Four-Door Car,Medsize
ZM24497,US,MO,Missouri,1701.91929,No,Extended,High School or Below,2/3/11,Employed,M,98623,Suburban,Married,211,17,69,0,9,Personal Auto,Personal L3,Other,Web,1012.8,Luxury SUV,Large
EY97047,US,IA,Iowa,264.7519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13,15,0,1,Corporate Auto,Corporate L2,Hail,Agent,300.056383,Four-Door Car,Medsize
NW14895,US,NE,Nebraska,1288.311573,No,Basic,Bachelor,1/2/11,Employed,M,77469,Suburban,Divorced,109,2,98,1,2,Personal Auto,Personal L2,Collision,Agent,757.170246,SUV,Small
KS42294,US,MO,Missouri,2093.005217,No,Basic,College,1/14/11,Employed,F,30535,Rural,Married,66,22,18,0,2,Personal Auto,Personal L3,Hail,Call Center,94.142294,Four-Door Car,Small
DQ50258,US,MO,Missouri,481.4350556,No,Basic,College,2/7/11,Unemployed,M,0,Suburban,Single,67,17,4,0,4,Personal Auto,Personal L3,Hail,Agent,482.4,Four-Door Car,Medsize
XK10881,US,IA,Iowa,483.6892172,No,Basic,Bachelor,2/10/11,Employed,M,39310,Rural,Married,61,5,89,0,3,Personal Auto,Personal L3,Collision,Agent,93.181865,Four-Door Car,Medsize
LC20778,US,OK,Oklahoma,1874.539592,No,Extended,Master,2/27/11,Medical Leave,F,27229,Suburban,Single,99,20,9,0,2,Personal Auto,Personal L2,Scratch/Dent,Agent,475.2,Four-Door Car,Small
LH87004,US,KS,Kansas,1736.752612,No,Basic,College,1/5/11,Employed,M,41418,Suburban,Divorced,112,17,80,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,537.6,SUV,Small
SZ17657,US,IA,Iowa,901.2922138,No,Basic,College,1/18/11,Employed,F,67840,Rural,Married,112,34,56,0,5,Personal Auto,Personal L3,Hail,Web,83.240006,SUV,Small
RI44399,US,MO,Missouri,587.1607022,No,Extended,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,80,24,20,0,7,Corporate Auto,Corporate L3,Collision,Call Center,871.055266,Four-Door Car,Medsize
RF73080,US,IA,Iowa,592.6729379,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L3,Collision,Agent,460.8,Four-Door Car,Medsize
QA69109,US,NE,Nebraska,545.3709172,No,Basic,Master,2/16/11,Employed,F,69468,Urban,Married,67,2,3,0,3,Personal Auto,Personal L3,Hail,Call Center,302.733593,Four-Door Car,Medsize
FK85203,US,MO,Missouri,910.6867749,No,Basic,High School or Below,1/7/11,Employed,M,74143,Suburban,Married,114,1,61,0,6,Personal Auto,Personal L3,Collision,Branch,547.2,SUV,Medsize
ET44462,US,NE,Nebraska,501.3136429,No,Extended,High School or Below,2/12/11,Employed,M,65165,Suburban,Married,126,14,18,1,1,Personal Auto,Personal L1,Hail,Web,604.8,SUV,Medsize
SK27185,US,MO,Missouri,667.205628,No,Premium,College,1/16/11,Employed,F,50537,Rural,Married,165,10,35,0,1,Personal Auto,Personal L3,Collision,Branch,60.005031,SUV,Medsize
JW87443,US,IA,Iowa,652.1368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26,19,3,8,Personal Auto,Personal L3,Hail,Agent,393.6,Four-Door Car,Medsize
OM37610,US,OK,Oklahoma,1302.422378,No,Premium,High School or Below,1/20/11,Employed,F,26312,Suburban,Married,110,29,19,1,2,Personal Auto,Personal L3,Collision,Web,565.837664,Four-Door Car,Medsize
TJ58873,US,IA,Iowa,274.8800067,No,Basic,High School or Below,1/14/11,Employed,M,56900,Urban,Married,68,11,34,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,304.115627,Four-Door Car,Medsize
WE97690,US,IA,Iowa,280.359608,No,Basic,Bachelor,2/16/11,Employed,F,60707,Urban,Married,70,2,24,0,1,Corporate Auto,Corporate L2,Hail,Web,327.061103,Four-Door Car,Medsize
HH99354,US,IA,Iowa,723.1000788,No,Basic,Bachelor,1/24/11,Employed,M,67276,Urban,Married,61,7,74,0,2,Personal Auto,Personal L2,Hail,Call Center,181.804443,Two-Door Car,Medsize
UN90060,US,IA,Iowa,832.9286254,No,Basic,High School or Below,1/19/11,Employed,F,30865,Rural,Married,104,33,31,0,7,Personal Auto,Personal L3,Collision,Web,21.261834,SUV,Medsize
BR76202,US,MO,Missouri,462.6801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal Auto,Personal L2,Hail,Branch,547.2,SUV,Medsize
MO48960,US,MO,Missouri,626.5343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L2,Collision,Agent,481.025786,Four-Door Car,Medsize
QG50480,US,IA,Iowa,450.416329,No,Basic,College,1/19/11,Unemployed,M,0,Rural,Married,62,18,75,0,3,Personal Auto,Personal L3,Collision,Agent,135.851316,Two-Door Car,Medsize
RE73564,US,IA,Iowa,1153.347722,No,Extended,Bachelor,2/14/11,Employed,F,41098,Urban,Married,96,3,15,0,2,Personal Auto,Personal L1,Collision,Branch,250.058657,Two-Door Car,Medsize
EN32990,US,NE,Nebraska,534.9996572,No,Basic,College,1/4/11,Employed,F,89158,Urban,Single,67,34,71,0,6,Personal Auto,Personal L2,Collision,Branch,272.195232,Four-Door Car,Medsize
OO97388,US,IA,Iowa,285.5687705,No,Basic,Master,1/22/11,Employed,F,99612,Suburban,Married,70,14,20,0,1,Personal Auto,Personal L1,Hail,Agent,336,Two-Door Car,Small
JN66901,US,OK,Oklahoma,660.1611299,No,Basic,High School or Below,2/8/11,Unemployed,M,0,Suburban,Single,194,22,79,0,1,Corporate Auto,Corporate L1,Other,Web,2306.508397,Luxury SUV,Medsize
UI64573,US,IA,Iowa,347.0177816,No,Extended,High School or Below,1/23/11,Employed,F,94885,Rural,Married,86,18,10,3,1,Personal Auto,Personal L1,Hail,Web,170.532133,Four-Door Car,Medsize
HJ64867,US,NE,Nebraska,589.5106386,No,Basic,College,2/5/11,Employed,F,78352,Rural,Divorced,74,33,3,0,7,Personal Auto,Personal L2,Other,Web,152.365482,Two-Door Car,Medsize
MT35297,US,IA,Iowa,506.5935608,No,Basic,High School or Below,2/11/11,Employed,F,43460,Suburban,Married,63,4,18,0,3,Personal Auto,Personal L2,Scratch/Dent,Branch,302.4,Four-Door Car,Small
VB69838,US,IA,Iowa,4178.790343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Collision,Call Center,571.2,Four-Door Car,Medsize
JR34589,US,OK,Oklahoma,488.2286714,No,Extended,High School or Below,2/10/11,Employed,F,21236,Rural,Married,123,3,12,0,1,Personal Auto,Personal L2,Hail,Call Center,131.262395,SUV,Medsize
EI85578,US,MO,Missouri,383.7615029,No,Basic,Bachelor,1/6/11,Unemployed,F,0,Rural,Married,106,15,30,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,117.229971,SUV,Medsize
DH85144,US,IA,Iowa,215.4073997,No,Basic,College,1/12/11,Unemployed,M,0,Suburban,Single,65,11,52,0,1,Personal Auto,Personal L3,Hail,Branch,312,Four-Door Car,Medsize
HC31007,US,MO,Missouri,504.9118385,No,Basic,High School or Below,1/5/11,Unemployed,M,0,Suburban,Married,68,35,65,0,7,Personal Auto,Personal L2,Collision,Agent,457.169818,Four-Door Car,Medsize
MT58123,US,MO,Missouri,1386.992705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Corporate Auto,Corporate L2,Hail,Branch,612.300581,SUV,Small
GQ78238,US,IA,Iowa,521.33743,No,Extended,High School or Below,2/13/11,Employed,M,65167,Suburban,Married,131,22,85,0,1,Personal Auto,Personal L2,Hail,Call Center,628.8,SUV,Medsize
UO44449,US,KS,Kansas,491.1115538,No,Basic,College,1/26/11,Employed,F,33700,Urban,Married,62,26,72,0,3,Corporate Auto,Corporate L3,Collision,Agent,274.114843,Four-Door Car,Medsize
VK98618,US,NE,Nebraska,775.1855026,No,Basic,College,2/13/11,Unemployed,F,0,Suburban,Single,105,14,21,0,7,Personal Auto,Personal L3,Hail,Agent,756,SUV,Large
BG30513,US,MO,Missouri,2546.482059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1,66,0,2,Personal Auto,Personal L2,Collision,Branch,465.6,Four-Door Car,Small
KD20203,US,IA,Iowa,947.2956706,No,Extended,College,1/18/11,Unemployed,M,0,Suburban,Married,131,4,49,0,9,Corporate Auto,Corporate L2,Other,Agent,628.8,SUV,Small
HR26088,US,NE,Nebraska,592.6957452,No,Extended,College,1/17/11,Unemployed,F,0,Suburban,Married,84,19,26,2,4,Personal Auto,Personal L2,Collision,Branch,403.2,Four-Door Car,Medsize
XD72019,US,IA,Iowa,847.0043225,No,Extended,Bachelor,2/19/11,Unemployed,F,0,Suburban,Single,82,1,13,0,2,Personal Auto,Personal L2,Hail,Web,479.312226,Four-Door Car,Large
XD82117,US,NE,Nebraska,867.5993821,No,Basic,College,1/18/11,Employed,F,65933,Urban,Married,108,23,16,0,5,Personal Auto,Personal L2,Scratch/Dent,Call Center,379.951464,SUV,Medsize
CT47738,US,IA,Iowa,1820.567367,No,Extended,College,1/10/11,Unemployed,F,0,Suburban,Divorced,128,11,57,0,2,Corporate Auto,Corporate L3,Collision,Branch,614.4,Sports Car,Medsize
NY30370,US,KS,Kansas,261.8326183,No,Basic,High School or Below,1/17/11,Employed,M,28663,Suburban,Married,66,23,34,0,1,Corporate Auto,Corporate L3,Other,Call Center,430.604489,Two-Door Car,Medsize
EH69733,US,NE,Nebraska,334.9639274,No,Extended,Bachelor,1/27/11,Employed,M,78092,Urban,Married,84,34,13,0,1,Corporate Auto,Corporate L2,Hail,Branch,344.015386,Four-Door Car,Medsize
QV89210,US,OK,Oklahoma,597.9724161,Yes,Extended,High School or Below,2/7/11,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Corporate Auto,Corporate L3,Hail,Agent,547.2,Four-Door Car,Medsize
QK90365,US,IA,Iowa,1630.19676,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21,32,0,2,Personal Auto,Personal L3,Hail,Agent,574.024018,Two-Door Car,Medsize
UR67446,US,MO,Missouri,788.2987485,No,Extended,High School or Below,2/21/11,Employed,F,23235,Suburban,Married,99,28,71,0,4,Personal Auto,Personal L3,Hail,Call Center,587.656629,Four-Door Car,Medsize
FJ76376,US,MO,Missouri,774.8811,No,Basic,Bachelor,1/20/11,Employed,M,79528,Urban,Married,64,2,39,0,2,Personal Auto,Personal L2,Hail,Agent,175.429028,Two-Door Car,Medsize
ZI85739,US,MO,Missouri,1586.003591,No,Extended,Master,2/25/11,Unemployed,F,0,Rural,Married,136,10,41,0,2,Personal Auto,Personal L1,Collision,Branch,46.098963,SUV,Small
AM72411,US,IA,Iowa,227.9696801,No,Basic,High School or Below,2/21/11,Medical Leave,M,23253,Suburban,Divorced,61,20,49,0,1,Personal Auto,Personal L1,Hail,Branch,292.8,Two-Door Car,Medsize
IC77855,US,MO,Missouri,1527.279977,No,Basic,College,2/16/11,Employed,M,40571,Urban,Married,100,19,56,2,2,Personal Auto,Personal L1,Other,Branch,361.788917,SUV,Medsize
ZM70632,US,MO,Missouri,549.8753121,No,Extended,Bachelor,1/19/11,Employed,F,60668,Urban,Married,138,18,92,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,553.699596,SUV,Medsize
JM59803,US,MO,Missouri,574.3403321,No,Basic,Doctor,1/23/11,Employed,M,61776,Urban,Divorced,73,9,61,3,6,Personal Auto,Personal L2,Scratch/Dent,Agent,343.278996,Two-Door Car,Medsize
KG84303,US,MO,Missouri,394.2917284,No,Extended,Master,1/29/11,Employed,M,38820,Suburban,Married,99,29,59,0,1,Personal Auto,Personal L3,Hail,Call Center,547.619785,Four-Door Car,Small
OJ37666,US,MO,Missouri,250.3603127,No,Basic,Bachelor,2/3/11,Employed,F,47285,Suburban,Married,63,7,3,0,1,Personal Auto,Personal L3,Other,Call Center,302.4,Four-Door Car,Medsize
VV49688,US,IA,Iowa,455.8592305,No,Basic,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,62,13,21,0,8,Corporate Auto,Corporate L2,Hail,Call Center,446.4,Four-Door Car,Medsize
KH55886,US,IA,Iowa,6790.72705,No,Premium,Bachelor,2/5/11,Employed,M,78310,Rural,Married,192,34,18,1,2,Personal Auto,Personal L1,Collision,Agent,151.711475,Sports Car,Medsize
QZ70160,US,OK,Oklahoma,239.6672304,No,Basic,College,1/18/11,Medical Leave,F,26222,Suburban,Married,62,23,18,0,1,Personal Auto,Personal L2,Collision,Branch,297.6,Four-Door Car,Medsize
FU51754,US,NE,Nebraska,556.8947534,Yes,Extended,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Personal Auto,Personal L2,Collision,Agent,407.440238,Two-Door Car,Medsize
KY48450,US,IA,Iowa,733.4517166,No,Basic,College,1/9/11,Employed,F,83926,Rural,Married,181,31,88,0,1,Personal Auto,Personal L1,Scratch/Dent,Agent,124.447153,Luxury Car,Medsize
ZG18090,US,MO,Missouri,715.0111338,No,Extended,Master,2/19/11,Employed,M,24124,Suburban,Married,91,24,52,0,3,Corporate Auto,Corporate L1,Scratch/Dent,Agent,436.8,Four-Door Car,Medsize
UI99151,US,OK,Oklahoma,1202.375062,No,Basic,High School or Below,1/24/11,Medical Leave,M,28879,Suburban,Married,106,6,9,0,2,Personal Auto,Personal L3,Hail,Web,763.2,Sports Car,Medsize
VB59276,US,IA,Iowa,401.888493,No,Basic,Bachelor,1/30/11,Unemployed,M,0,Suburban,Married,112,26,27,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Web,544.250322,SUV,Medsize
CJ64468,US,IA,Iowa,477.0550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L2,Collision,Web,362.774545,Two-Door Car,Medsize
GM61951,US,OK,Oklahoma,2929.733082,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,115,22,65,0,2,Personal Auto,Personal L3,Hail,Agent,1251.042795,SUV,Small
BO15959,US,KS,Kansas,2792.996441,No,Extended,College,2/16/11,Employed,F,88105,Suburban,Married,86,5,26,0,2,Personal Auto,Personal L3,Collision,Agent,412.8,Four-Door Car,Medsize
ZK50586,US,IA,Iowa,289.9922473,No,Basic,College,2/9/11,Employed,F,66524,Urban,Married,74,15,8,4,1,Personal Auto,Personal L3,Other,Agent,238.517525,Two-Door Car,Medsize
DM22923,US,IA,Iowa,233.1325089,No,Basic,Bachelor,2/22/11,Disabled,M,27398,Suburban,Single,68,4,39,1,1,Personal Auto,Personal L3,Hail,Branch,326.4,Four-Door Car,Medsize
DQ58142,US,NE,Nebraska,856.1561976,No,Basic,High School or Below,1/8/11,Employed,M,37759,Suburban,Married,108,9,51,0,5,Corporate Auto,Corporate L3,Other,Web,518.4,SUV,Medsize
YW47108,US,MO,Missouri,1128.072641,No,Extended,College,2/19/11,Employed,M,45743,Suburban,Married,96,15,81,0,2,Personal Auto,Personal L3,Collision,Agent,673.780804,Four-Door Car,Medsize
DS62172,US,IA,Iowa,276.4024716,No,Basic,Bachelor,2/11/11,Employed,F,54183,Suburban,Divorced,70,1,91,0,1,Personal Auto,Personal L3,Collision,Web,336,Four-Door Car,Large
VL58402,US,KS,Kansas,258.0849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Hail,Web,316.8,Four-Door Car,Medsize
YV82597,US,OK,Oklahoma,1085.601489,No,Extended,Doctor,1/30/11,Employed,F,59803,Rural,Married,90,21,0,0,2,Corporate Auto,Corporate L2,Hail,Agent,22.75546,Two-Door Car,Medsize
FN33339,US,IA,Iowa,415.0836913,No,Premium,High School or Below,2/8/11,Employed,F,53787,Suburban,Married,104,20,77,0,1,Corporate Auto,Corporate L2,Collision,Agent,666.092015,Four-Door Car,Medsize
UZ97486,US,MO,Missouri,1697.979757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Corporate Auto,Corporate L2,Hail,Call Center,525.6,Two-Door Car,Small
LL92275,US,MO,Missouri,502.8739297,No,Basic,College,1/22/11,Unemployed,F,0,Urban,Married,67,21,60,0,5,Personal Auto,Personal L3,Other,Web,216.196521,Four-Door Car,Medsize
FB95288,US,MO,Missouri,6461.875715,No,Extended,High School or Below,1/17/11,Unemployed,M,0,Suburban,Married,217,14,40,1,2,Personal Auto,Personal L3,Collision,Branch,1562.4,Luxury Car,Small
NB30472,US,NE,Nebraska,4110.324183,No,Premium,College,1/24/11,Employed,F,30845,Suburban,Married,116,3,89,1,2,Personal Auto,Personal L2,Collision,Branch,556.8,Four-Door Car,Medsize
RX66745,US,KS,Kansas,2265.853652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19,50,0,2,Corporate Auto,Corporate L3,Collision,Branch,404.817249,Four-Door Car,Medsize
II97469,US,MO,Missouri,701.3436657,No,Extended,High School or Below,1/24/11,Employed,M,92107,Rural,Divorced,88,7,38,0,5,Personal Auto,Personal L3,Hail,Agent,16.37296,Four-Door Car,Medsize
VF17463,US,IA,Iowa,865.8863813,Yes,Basic,College,2/7/11,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Hail,Agent,400.181882,Sports Car,Medsize
GW77328,US,IA,Iowa,521.4342348,No,Basic,Doctor,2/3/11,Employed,M,69991,Rural,Married,65,27,44,0,7,Personal Auto,Personal L3,Hail,Call Center,4.619402,Four-Door Car,Medsize
CF44171,US,MO,Missouri,433.4064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Collision,Agent,590.4,SUV,Medsize
ZN65873,US,MO,Missouri,373.1504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Collision,Agent,460.8,Four-Door Car,Large
EO75698,US,IA,Iowa,2224.251659,No,Premium,Bachelor,1/9/11,Employed,F,83894,Rural,Married,110,6,46,0,2,Personal Auto,Personal L1,Hail,Agent,82.019005,Four-Door Car,Medsize
GB94407,US,MO,Missouri,1228.076661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Collision,Branch,489.6,Two-Door Car,Medsize
